日期,日度加权情绪总和,帖子数,情绪均值,指数1_强度*热度,归一化情绪因子,情绪拟合值
2023-05-30,-92.33531427186512,27,-3.419826454513523,-11.395561135746435,-0.5033337148788262,-0.1598372867385704
2023-05-31,-94.2896952336532,29,-3.2513688011604547,-11.05854705332496,-0.4901802253944857,-0.17360260460237598
2023-06-01,-147.83154631325547,31,-4.768759558492112,-16.527261213685485,-0.6748940091451666,-0.15401612959654926
2023-06-02,-51.31804865143353,16,-3.2073780407145955,-9.087186264385474,-0.4087795056284602,-0.13557505301708173
2023-06-03,18.466427182350728,5,3.6932854364701457,6.617479153357453,0.3623982026055994,-0.11289638287205185
2023-06-04,66.25849373886354,4,16.564623434715884,26.65973296102611,0.8892226645411454,-0.09092542241286575
2023-06-05,-25.72445651595144,23,-1.1184546311283234,-3.554509024527767,-0.1463917028966375,-0.05650462970562803
2023-06-06,-80.26119058395075,27,-2.972636688294472,-9.90543337984712,-0.443472478445202,-0.05268497867057826
2023-06-07,-9.97179147002355,35,-0.2849083277149586,-1.020974388090414,-0.0161662663829431,-0.05438886255010241
2023-06-08,-35.71023101495146,32,-1.1159447192172331,-3.901909148921644,-0.1639594042604153,-0.058514672141134635
2023-06-09,19.42460717085037,16,1.2140379481781485,3.4396285149689585,0.2117216842387887,-0.06935095704519412
2023-06-10,6.57479333218947,2,3.287396666094735,3.6115743750982503,0.2202159785344985,-0.06471368500326503
2023-06-11,2.6267945671080586,5,0.5253589134216117,0.9413168078665346,0.0853070577189599,-0.04295700653168492
2023-06-12,29.229746922573398,13,2.248442070967184,5.933767527601258,0.3312353089269597,-0.02983276117853679
2023-06-13,77.34919537078041,25,3.0939678148312164,10.080445826251475,0.5073011553259356,-0.010674291985715186
2023-06-14,-18.37158829058066,26,-0.7065995496377178,-2.328836845198046,-0.083742289066285,-0.018481848416643014
2023-06-15,-70.06737526251743,27,-2.595087972685831,-8.647363846885153,-0.3896218616469075,0.0031931289889399594
2023-06-16,33.716058791663635,19,1.7745294100875597,5.316015024170027,0.3024410876941923,0.02495664141017003
2023-06-17,0.6135262997617517,5,0.1227052599523503,0.2198583114437137,0.0480930244062903,0.05070380197979401
2023-06-18,44.01251884810001,5,8.802503769620001,15.771969482132286,0.693160649896007,0.04065662564160471
2023-06-19,31.522098900283343,17,1.854241111781373,5.359446141822866,0.3044843627542182,0.032242670276909025
2023-06-20,-40.51013045306815,23,-1.7613100196986151,-5.5975380545334,-0.2480345075341317,0.03694962470564498
2023-06-21,-175.72788735843855,27,-6.508440272534761,-21.687454030346263,-0.7958059908568926,0.03906191236823586
2023-06-22,-11.756336751119358,1,-11.756336751119358,-8.14887167275165,-0.3674943538613118,0.03637338824695577
2023-06-23,-14.421218503888776,2,-7.210609251944388,-7.921663932970071,-0.3572670975622884,0.06416209077300825
2023-06-24,6.3331786617746815,3,2.111059553924894,2.926549955594352,0.1861889058768877,0.06905786642650971
2023-06-25,64.26720477970375,9,7.140800531078194,16.442300854904616,0.7107754868674439,0.08536043585974025
2023-06-26,-87.47363083528415,26,-3.364370416741698,-11.088416050391636,-0.4913552027148247,0.0771139689453222
2023-06-27,9.803752182684129,28,0.3501340065244331,1.1790047801061805,0.0975205605652265,0.06880826470487743
2023-06-28,-27.37435544198581,30,-0.9124785147328603,-3.1334395439602534,-0.1249751882772237,0.05432422467332784
2023-06-29,-53.33301422132018,15,-3.555534281421345,-9.858034250205748,-0.4414972331521914,0.06774676035313644
2023-06-30,-75.38385800787908,28,-2.6922806431385387,-9.065705382793704,-0.4078519816077903,0.0872180694495247
2023-07-01,8.485177012888421,3,2.8283923376294737,3.920984348690445,0.2354165764040713,0.08249062934471796
2023-07-02,24.925345270035905,7,3.560763610005129,7.404399770746523,0.3972848852479111,0.07230768862816542
2023-07-03,102.80492746686454,41,2.507437255289379,9.37197204884695,0.4795325380745785,0.06633597862957566
2023-07-04,76.04385346387234,37,2.0552392828073605,7.476109970066037,0.4004096577046569,0.055119896190226454
2023-07-05,31.19859257541061,34,0.9176056639826652,3.2624075186524744,0.2029332054933501,0.07684009676912969
2023-07-06,-12.687375118357243,47,-0.2699441514544095,-1.045008071998983,-0.0174112996151588,0.08253997993439752
2023-07-07,2.195003555342251,37,0.0593244204146554,0.21579769063414,0.047883094530882,0.08611774127046647
2023-07-08,-20.292419674903464,4,-5.073104918725866,-8.164847389953323,-0.3682101695197927,0.11036706456891146
2023-07-09,79.83612087716416,6,13.306020146194028,25.892319646013423,0.880599942694197,0.12709608031753392
